BorrowerId,Gender,Age,AccountAgeDays,EntityAgent,EntityUnit,LoanId,Principal,Interest,LoanAmount,LoanBalance,LoanTermDays,NumRollovers,ChannelUsed,ApprovalStage,IsLoanNew,ProductId,is_default,NumInstallments,TotalAmountPaid,TotalUnpaidAmount,AvgInstallmentPaid,TotalOverpaid,AvgDaysLate,NumLatePayments,NumOnTimePayments
15676,2,26,472,44178,51,58261,7000,1400,8400,0,28,0,2,30,0,30278,1,4,8400,0,2100,1630,5,3,1
33342,1,39,70,44258,106,78462,5000,1250,6250,4684,28,0,1,72,1,30246,1,4,1566,4684,783,3.5,0,0,2
28430,1,35,133,44250,45,71958,58800,29400,94080,15680,84,0,1,22,1,30271,1,12,78400,15680,7840,2400,6,0,10
24312,1,36,225,44295,157,72694,5000,1250,6250,0,28,0,1,8,0,30246,0,4,6250,0,1562.5,4937,7,3,1
10104,2,32,647,44084,11,45705,7000,1750,8750,5788.8,28,0,NULL,8,1,30246,1,4,4462,4288,1487.333333,774.5,6,2,1
11564,1,25,589,44097,26,47177,2010,0,2010,0,30,0,NULL,20,1,30256,1,30,2010,0,67,1550,11,30,0
20977,1,40,336,44309,106,64191,7000,1750,8750,0,28,0,1,8,0,30246,0,4,8750,0,2187.5,887,11,2,2
8547,NULL,NULL,882,43771,6,42820,20000,4000,24000,0,31,0,NULL,4,0,30204,1,1,24000,0,24000,4100,30,1,0
17438,2,37,423,44187,11,58253,5000,1250,6250,0,28,0,1,8,0,30246,1,4,6250,0,1562.5,3175,62,4,0
23487,2,40,251,44304,158,65818,4000,1000,5000,0,28,0,1,8,0,30246,0,4,5000,0,1250,1250,-3,0,4
21176,1,25,330,44304,158,64601,10000,2500,12500,0,28,0,1,8,0,30246,0,4,12500,0,3125,875,7,2,2
20715,2,58,344,44177,53,59685,4000,800,4800,0,28,0,1,30,1,30278,1,0,NULL,NULL,NULL,NULL,NULL,0,0
27169,2,29,141,44363,132,70611,3000,750,3750,0,28,0,1,23,1,30246,1,0,NULL,NULL,NULL,NULL,NULL,0,0
10763,2,48,630,44063,11,46176,8000,2000,10000,0,28,0,NULL,8,1,30246,1,4,10000,0,2500,3700,7,4,0
12226,2,55,559,44426,12,49520,5000,1250,6250,0,28,0,NULL,8,0,30246,1,4,6250,0,1562.5,202,21,4,0
23882,1,45,239,44184,26,65157,2010,0,2010,1910,30,0,1,20,1,30256,1,30,100,1910,50,33,19,2,0
20780,2,28,342,44309,106,59807,8000,2000,10000,0,28,0,1,8,1,30246,1,4,10000,0,2500,0,6,1,3
24835,2,54,209,44369,155,69821,5000,1250,6250,0,28,0,1,7,0,30246,1,0,NULL,NULL,NULL,NULL,NULL,0,0
17706,2,48,419,44075,19,56308,6000,1500,7500,382.5,28,0,1,8,0,30246,1,4,7275,225,1818.75,0,19,3,1
14166,2,32,526,44139,48,49447,3000,900,3900,0,14,0,NULL,14,1,30264,1,14,3899.98,0.02,278.57,5580.15,3,12,2
23448,2,33,251,44304,158,64383,3500,875,4375,0,28,0,1,8,1,30246,1,4,4375,0,1093.75,6.5,14,2,2
11846,2,42,577,44426,12,47484,10000,2500,12500,0,28,0,NULL,8,1,30246,0,4,12500,0,3125,3125,0,1,3
4725,NULL,NULL,1137,43793,6,27894,15000,1500,16500,0,30,0,NULL,4,0,30195,1,1,16500,0,16500,NULL,0,0,1
14207,2,43,525,44277,48,50985,9000,2700,11700,4660,14,0,2,14,0,30264,1,14,7040,4660,782.222222,3994.44,69,9,0
23186,1,37,258,44250,45,63943,51000,25500,76500,0,84,0,1,22,1,30271,0,12,NULL,NULL,NULL,NULL,NULL,0,0
22465,1,35,275,44333,19,62984,5000,1250,6250,0,28,0,1,6,1,30246,1,0,NULL,NULL,NULL,NULL,NULL,0,0
16449,1,32,453,44129,45,52746,57000,28500,85500,0,84,0,1,22,1,30271,0,12,30400,55100,7600,NULL,2,4,0
20942,1,37,337,45501,164,61791,4000,1000,5000,0,28,0,1,8,0,30246,1,4,5000,0,1250,0,0,0,4
15646,1,39,472,44178,51,53355,10000,2500,12500,0,31,0,1,30,0,30280,1,1,12500,0,12500,0,4,1,0
17753,2,32,416,44190,11,56085,15000,3750,18750,4718.25,28,0,1,8,0,30246,1,4,15255,3495,3813.75,5505,93,4,0
10299,1,46,643,44189,25,47961,15000,3750,18750,0,28,0,NULL,8,0,30246,0,4,18750,0,4687.5,235,3,1,3
33059,1,40,76,44387,45,78016,38000,19000,63600,57600,84,0,1,22,1,30271,0,12,6000,57600,3000,700,NULL,1,1
33705,2,37,64,44369,12,79051,5000,1250,6250,6250,28,0,1,72,1,30246,1,4,NULL,NULL,NULL,NULL,NULL,0,0
22821,2,35,267,44248,19,63374,10000,2500,12500,2500,28,0,1,8,1,30246,1,4,10000,2500,2500,290,18,4,0
20998,1,30,335,44184,26,60188,2010,0,2010,0,30,0,1,20,1,30256,1,30,2010,0,67,254,2,7,23
24904,2,38,206,44269,108,66962,20000,2000,22000,0,31,0,1,43,1,30299,1,0,NULL,NULL,NULL,NULL,NULL,0,0
19544,2,49,379,44140,48,57450,3000,900,3900,2850,14,0,1,14,1,30264,1,14,1050,2850,262.5,128.58,3,4,0
10510,1,45,637,44375,11,60905,15000,3750,18750,0,28,0,1,8,0,30246,1,4,18750,0,4687.5,28125,45,4,0
20629,1,40,346,44300,28,59480,2010,0,2010,0,30,0,1,20,1,30256,1,30,2010,0,67,13235,8,19,11
15189,1,40,488,44155,153,69970,12000,3000,15000,0,28,0,1,8,0,30246,0,4,15000,0,3750,3750,1,2,2
13195,1,NULL,NULL,35,47,48328,58000,29000,87000,87000,84,0,NULL,0,0,30271,1,12,NULL,NULL,NULL,NULL,NULL,0,0
14261,2,39,524,44140,48,49556,3000,900,3900,0,14,0,NULL,14,1,30264,1,14,3899.98,0.02,278.57,2500.15,2,13,1
29325,1,0,113,44368,156,74446,5000,1250,6250,0,28,0,1,8,1,30246,0,4,6250,0,1562.5,1559,0,1,3
9524,2,46,710,44145,3,46595,5000,1000,6000,0,28,0,NULL,2,0,1,0,4,6000,0,1500,5700,1,2,2
10118,2,35,647,44083,107,47242,15000,3750,18750,0,28,0,NULL,8,0,30246,0,4,18750,0,4687.5,3,0,1,3
25295,1,45,192,44363,132,67644,12000,3000,15000,0,28,0,1,8,1,30246,0,4,15000,0,3750,11250,0,0,4
10610,2,65,633,44369,12,73231,6000,1500,7500,0,28,0,1,7,0,30246,1,0,NULL,NULL,NULL,NULL,NULL,0,0
10408,2,49,639,44083,107,49156,20000,10000,30000,0,56,0,NULL,8,0,30248,1,8,30000,0,3750,40000,30,8,0
25715,1,31,182,44363,132,71994,3000,750,3750,0,28,0,1,8,0,30246,0,4,3750,0,937.5,3,0,0,4
17331,1,45,427,44368,156,54565,3000,750,3750,0,28,0,1,8,1,30246,0,4,3750,0,937.5,1,-1,0,4
33178,2,34,72,44376,45,78264,80000,64000,153600,153600,168,0,2,22,1,30272,0,24,NULL,NULL,NULL,NULL,NULL,0,0
19373,2,50,383,45506,161,63001,5000,1250,6250,0,28,0,1,8,0,30246,1,4,6250,0,1562.5,1570,16,4,0
25032,2,36,203,44074,19,67145,5500,1375,6875,0,28,0,1,8,1,30246,1,4,6875,0,1718.75,8287.5,4,2,2
10570,2,35,636,45506,161,46670,7000,1750,8750,0,28,0,NULL,8,0,30246,0,4,8750,0,2187.5,3,-1,0,4
14502,2,1,519,44150,11,54796,10000,3750,13750,0,42,0,1,8,0,30250,1,6,13750,0,2291.666666,4624.95,9,6,0
23894,2,32,239,44248,19,65087,5000,1250,6250,0,28,0,1,7,1,30246,1,0,NULL,NULL,NULL,NULL,NULL,0,0
11610,1,27,587,44094,29,47228,2970,0,2970,300,30,0,NULL,20,1,30257,1,30,2670,300,98.888888,1381,1,13,14
16026,2,57,465,44187,11,52204,10000,2500,12500,0,28,0,1,8,1,30246,0,4,12500,0,3125,10550,2,2,2
15940,2,47,467,44178,51,52093,12000,3600,15600,0,42,0,1,30,1,30279,0,6,15600,0,2600,11400,-3,2,4
15181,2,53,488,44140,48,52593,6000,1800,7800,0,14,0,1,14,0,30264,1,14,7799.96,0.04,557.14,5610.3,1,10,4
33157,1,37,72,44432,138,78196,22560,0,22560,21600,282,0,1,52,1,30332,0,282,960,21600,80,2160,0,2,10
18221,1,47,405,44178,51,59459,7000,1400,8400,0,28,0,1,30,0,30278,0,4,8400,0,2100,2100,-3,1,3
22548,2,47,273,44279,19,63116,5000,1250,6250,0,28,0,1,8,1,30246,0,4,6250,0,1562.5,18,4,0,4
18219,2,39,405,44259,106,57454,7000,1750,8750,0,28,0,1,8,0,30246,0,4,8750,0,2187.5,2187,1,2,2
21912,1,29,307,44250,45,61773,31200,15600,46800,0,90,0,1,22,1,30287,1,3,49920,-3120,16640,0,-3,1,2
8603,NULL,NULL,867,43771,6,43701,NULL,19500,149500,0,NULL,0,NULL,4,0,30203,0,0,NULL,NULL,NULL,NULL,NULL,0,0
18986,1,57,391,44351,159,68139,25000,6250,31250,0,28,0,1,8,0,30246,0,4,31250,0,7812.5,588,0,3,1
25941,2,43,174,44369,155,78442,10000,2500,12500,9375,28,0,1,72,0,30246,1,4,3125,9375,3125,NULL,0,0,1
18934,2,43,392,45465,160,56469,6000,1500,7500,0,28,0,1,8,1,30246,0,4,7500,0,1875,1375,4,2,2
9883,1,33,675,44062,25,45444,10000,2500,12500,0,28,0,NULL,8,1,30246,1,4,12500,0,3125,4425,26,3,1
13277,1,NULL,NULL,35,47,48410,90000,45000,135000,43500,84,0,NULL,0,0,30271,1,12,115500,19500,10500,344250,48,11,0
11972,2,47,569,44369,155,59895,12000,4500,16500,0,42,0,1,8,0,30250,0,6,16500,0,2750,8550,-1,2,4
22602,1,38,272,44351,159,72503,10000,2500,12500,0,28,0,1,8,0,30246,0,4,12500,0,3125,560,2,2,2
12109,1,49,562,44287,123,50146,15000,3750,18750,0,28,0,0,8,0,30246,1,4,18750,0,4687.5,75,17,2,2
26458,1,32,157,44368,156,74718,6000,1500,7500,580,28,0,1,8,0,30246,1,4,6920,580,1730,2010,12,4,0
12090,2,36,565,44426,12,49122,10000,2500,12500,0,28,0,NULL,23,1,30246,1,4,12500,0,3125,0,17,3,1
15973,2,27,465,44063,11,52140,5000,1250,6250,0,28,0,1,8,1,30246,0,4,6250,0,1562.5,1755,-2,1,3
9716,1,32,688,45465,160,49958,20000,7500,27500,0,42,0,0,8,0,30250,0,6,27499.98,0.02,4583.33,13762.07,10,1,5
18129,2,53,407,44083,107,58438,10000,2500,12500,0,28,0,1,8,0,30246,0,4,12500,0,3125,3150,0,1,3
23342,2,63,253,44335,107,67905,5000,1250,6250,0,28,0,1,8,0,30246,0,4,6250,0,1562.5,5675,6,3,1
20904,2,43,338,45501,164,65532,9000,3375,12375,7372,42,0,1,8,0,30250,1,6,5003,7372,1667.666666,878.5,13,3,0
23331,2,41,253,44302,19,67328,4000,1000,5000,0,28,0,1,23,0,30246,1,0,NULL,NULL,NULL,NULL,NULL,0,0
16906,1,21,437,44196,45,53542,18000,9000,27000,28800,84,0,1,22,1,30271,1,12,NULL,NULL,NULL,NULL,NULL,0,0
10031,2,37,651,44075,19,64285,13000,4875,17875,0,42,0,1,8,0,30250,0,6,17875,0,2979.166666,3027.45,8,1,5
10251,1,1,644,44080,20,45799,15000,3750,18750,11250,28,0,NULL,14,1,30247,1,4,7500,11250,3750,2512.5,19,2,0
32797,2,27,84,44369,155,77466,5000,1250,6250,4720,28,0,1,8,1,30246,1,4,1530,4720,1530,0,11,1,0
18963,2,39,392,44258,106,69485,10000,2500,12500,0,28,0,1,8,0,30246,1,4,12500,0,3125,0,3,4,0
11459,1,27,595,44097,33,77789,2010,0,2010,1206,30,0,1,20,0,30256,1,30,804,1206,67,402,0,0,12
23635,1,50,247,44326,118,65745,5000,1300,6300,2400,28,0,1,45,1,30311,1,4,3900,2400,1300,1175,11,3,0
17427,2,33,423,44369,155,67147,4000,1000,5000,0,28,0,1,8,0,30246,0,4,5000,0,1250,0,3,3,1
18449,1,43,400,45506,161,59134,5000,1250,6250,0,28,0,1,8,0,30246,0,4,6250,0,1562.5,1564,3,3,1
32709,2,48,85,44343,124,77324,6000,1500,7500,850,28,0,1,55,1,30329,1,4,6650,850,1662.5,100,0,0,4
18015,1,21,411,44250,45,55104,27000,13500,40500,0,84,0,1,22,1,30271,1,12,43200,-2700,3600,NULL,1,6,6
18638,2,27,398,45506,161,57951,6000,1500,7500,0,28,0,1,8,0,30246,1,4,7500,0,1875,2050,7,3,1
9598,2,NULL,694,44406,12,61057,20000,5000,25000,0,28,0,1,8,0,30246,1,4,25000,0,6250,22500,38,4,0
31445,2,21,91,44250,45,75929,34800,17400,55680,41760,84,0,1,22,1,30271,1,12,13920,41760,4640,0,5,1,2
4747,NULL,NULL,1137,43793,6,38806,40000,6000,46000,119670.83,141,2,NULL,4,0,30203,1,2,28277,17723,28277,0,163,1,0
22305,2,26,281,44274,45,62742,21500,17200,38700,0,181,0,1,22,1,30288,0,6,41280,-2580,6880,NULL,11,0,6
10741,2,42,630,44073,19,56425,14000,5250,19250,0,42,0,1,8,0,30250,0,6,19249.98,0.02,3208.33,6083.07,8,5,1
21422,2,37,324,44326,118,66301,12000,3120,15120,0,28,0,1,45,0,30311,0,4,15120,0,3780,11760,3,2,2
18960,2,28,392,44169,52,56519,7000,1400,8400,0,28,0,2,30,1,30278,0,4,8400,0,2100,2100,-2,0,4
9778,2,52,682,44061,12,45373,7000,1750,8750,0,28,0,NULL,8,1,30246,1,4,8750,0,2187.5,2225,17,4,0
10051,1,33,651,44081,20,45643,10000,2500,12500,0,28,0,NULL,14,1,30247,0,4,12500,0,3125,NULL,0,1,3
24568,2,29,218,44250,45,66295,22800,11400,34200,0,84,0,1,22,1,30271,0,12,36480,-2280,3040,NULL,4,0,12
22892,2,42,266,44319,118,66714,9000,2340,11340,0,28,0,1,45,0,30311,1,4,11340,0,2835,8570,30,4,0
12124,2,43,562,44369,12,55872,20000,7500,27500,0,42,0,1,8,0,30250,0,6,27499.98,0.02,4583.33,23250.07,9,5,1
19280,1,47,385,44351,159,61983,6000,1500,7500,0,28,0,1,8,0,30246,0,4,7500,0,1875,1875,0,1,3
15041,1,32,491,44130,45,50814,45000,22680,67680,0,84,0,1,22,1,30271,1,12,72180,-4500,6015,27060,111,12,0
9772,2,22,682,44150,11,58620,15000,3750,18750,0,28,0,1,8,0,30246,0,4,18750,0,4687.5,10085,6,3,1
17023,1,29,434,44279,19,65739,8000,2000,10000,0,28,0,1,7,0,30246,1,0,NULL,NULL,NULL,NULL,NULL,0,0
11670,2,52,583,44063,11,47330,5000,1250,6250,0,28,0,NULL,8,1,30246,1,4,6250,0,1562.5,596,7,4,0
17567,2,39,421,44426,166,67604,9000,2250,11250,0,28,0,1,8,0,30246,0,4,11250,0,2812.5,3424,3,3,1
20279,2,23,359,44275,45,77611,60000,48000,115200,100800,168,0,1,22,0,30272,0,24,14400,100800,4800,14400,0,0,3
26117,2,24,169,44376,45,68959,22200,11100,33300,0,84,0,1,22,1,30271,0,12,35520,-2220,2960,NULL,7,11,1
9584,2,62,706,44049,3,49359,7000,1400,8400,0,28,0,NULL,2,0,1,1,4,8400,0,2100,6400,33,4,0
9831,2,42,680,44187,11,52224,7000,1750,8750,0,28,0,1,8,0,30246,0,4,8750,0,2187.5,2315,0,1,3
30956,2,41,100,44369,155,75315,5000,1250,6250,0,28,0,1,8,1,30246,0,4,6250,0,1562.5,1667,3,3,1
11304,2,36,607,44073,19,47548,5000,1250,6250,0,28,0,NULL,8,0,30246,0,4,6250,0,1562.5,4681,4,3,1
19405,1,32,381,44351,159,75755,3000,750,3750,0,28,0,1,8,0,30246,0,4,3750,0,937.5,2813,0,1,3
4617,NULL,NULL,1141,43771,6,29725,NULL,4000,44000,0,NULL,0,NULL,4,0,30195,0,0,NULL,NULL,NULL,NULL,NULL,0,0
20826,2,57,339,45463,163,61520,5000,1250,6250,0,28,0,1,8,0,30246,1,4,6250,0,1562.5,383,6,3,1
17475,1,45,422,44199,28,54826,2010,0,2010,0,30,0,1,20,1,30256,0,30,2010,0,67,25180,-6,7,23
10074,2,59,650,44074,19,70112,4000,1000,5000,0,28,0,1,8,1,30246,0,4,5000,0,1250,60,1,2,2
19029,1,33,391,44130,45,56587,36000,18000,54000,0,84,0,1,22,1,30271,1,12,57600,-3600,4800,15800,87,11,1
24423,2,40,222,44339,106,66033,5000,1250,6250,0,28,0,1,8,1,30246,1,4,6250,0,1562.5,1,5,3,1
19081,2,1,388,44256,106,56681,12000,3000,15000,0,28,0,1,8,1,30246,1,4,15000,0,3750,1000,5,3,1
6,2,NULL,731,44145,3,46293,5000,1250,6250,0,35,0,NULL,2,0,2,1,5,6250,0,1250,1250,5,4,1
18086,1,26,408,44133,45,55239,49800,24900,74700,0,84,0,1,22,1,30271,0,12,NULL,NULL,NULL,NULL,NULL,0,0
22416,2,37,278,44331,111,68332,7000,1750,8750,3687.5,28,0,1,8,0,30246,1,4,5800,2950,1933.333333,2237.5,54,3,0
25260,2,29,195,44250,45,67539,52500,42000,94500,21000,168,0,1,22,1,30272,1,24,79800,14700,4200,41400,4,1,18
24190,1,19,230,44250,45,65588,17500,10500,28000,0,112,0,1,22,1,30317,0,16,30100,-2100,1881.25,30074,6,14,2
10772,1,65,630,44150,11,55738,10000,2500,12500,0,28,0,1,8,0,30246,1,4,12500,0,3125,3250,2,2,2
26015,2,34,172,44295,157,78554,4000,1000,5000,4350,28,0,1,72,0,30246,1,4,650,4350,650,0,NULL,0,1
24309,2,32,225,44155,153,72416,5000,1250,6250,0,28,0,1,8,0,30246,0,4,6250,0,1562.5,4,5,4,0
19662,1,37,377,44199,28,58165,2010,0,2010,0,30,0,1,20,1,30256,1,30,2010,0,67,1139,1,21,9
11246,2,46,610,44075,19,48108,5000,1250,6250,0,28,0,NULL,8,0,30246,1,4,6250,0,1562.5,564,9,4,0
24550,2,37,218,44335,107,66296,4000,1000,5000,0,28,0,1,8,1,30246,1,4,5000,0,1250,490,7,3,1
11263,1,42,609,44287,123,47481,10000,2500,12500,0,28,0,NULL,8,0,30246,1,4,12500,0,3125,3570,73,4,0
19772,1,26,373,44199,28,57806,2010,0,2010,2010,30,0,1,20,1,30256,1,30,NULL,NULL,NULL,NULL,NULL,0,0
15651,2,39,472,44169,52,57670,7000,1400,8400,0,28,0,1,30,0,30278,1,4,8400,0,2100,536,7,4,0
12441,2,33,549,44111,48,50764,8000,2400,10400,0,14,0,2,14,0,30264,0,14,NULL,NULL,NULL,NULL,NULL,0,0
10435,2,44,639,44049,3,55340,8000,2000,10000,4000,30,0,1,2,0,30290,1,1,6000,4000,6000,0,26,1,0
9672,2,40,692,44189,25,56966,10000,2500,12500,0,28,0,1,8,0,30246,0,4,12500,0,3125,0,1,3,1
4762,NULL,NULL,1137,43771,6,51655,20000,3000,23000,0,30,0,1,3,0,30203,1,0,NULL,NULL,NULL,NULL,NULL,0,0
22894,2,29,266,44339,106,64804,4000,1000,5000,0,28,0,1,8,0,30246,0,4,5000,0,1250,1260,12,0,4
11888,2,38,575,44426,12,66241,18000,4500,22500,0,28,0,1,6,0,30246,1,0,NULL,NULL,NULL,NULL,NULL,0,0
10373,2,56,640,44049,3,45891,5000,1000,6000,0,28,0,NULL,2,1,1,0,4,6000,0,1500,NULL,0,0,4
8584,NULL,NULL,874,43771,6,41204,50000,7500,57500,0,31,0,NULL,4,0,30203,1,1,57500,0,57500,5000,8,1,0
9558,2,NULL,708,44049,3,47987,7000,1750,8750,0,35,0,NULL,2,0,2,1,5,8750,0,1750,0,4,0,5
25955,2,39,174,44363,132,79004,5000,1250,6250,6250,28,0,1,72,0,30246,1,4,NULL,NULL,NULL,NULL,NULL,0,0
22764,2,42,267,44426,12,64825,7000,1750,8750,0,28,0,1,8,0,30246,0,4,8750,0,2187.5,6561,12,3,1
32586,2,31,87,45501,164,77163,3000,750,3750,0,28,0,1,8,1,30246,0,4,3750,0,937.5,85,0,0,4
11720,2,35,582,44369,12,53098,7000,1750,8750,0,28,0,1,23,0,30246,1,4,8750,0,2187.5,6375,9,3,1
33571,2,67,65,45526,142,78849,5000,1000,6000,6000,28,0,1,59,1,30338,1,4,NULL,NULL,NULL,NULL,NULL,0,0
33260,1,22,71,44360,132,78347,6000,1500,7500,5550,28,0,1,72,1,30246,1,4,1950,5550,975,75,0,0,2
22483,2,46,275,44304,158,69052,6000,1500,7500,5762.5,28,0,1,8,0,30246,1,4,2990,4510,1495,115,34,2,0
28452,2,30,133,44428,132,77491,6000,1500,7500,3750,28,0,1,8,0,30246,1,4,3750,3750,1875,NULL,0,0,2
21520,1,53,321,44258,106,66477,7000,1750,8750,0,28,0,1,8,0,30246,1,4,8750,0,2187.5,2501,7,3,1
15887,1,30,468,44158,45,52029,48000,38592,86592,0,168,0,2,22,1,30272,0,24,94992,-8400,3958,1092408,NULL,24,0
15717,2,43,471,45465,160,55771,7000,1750,8750,0,28,0,1,8,0,30246,1,4,8750,0,2187.5,1337,5,4,0
19925,1,39,370,44184,26,58052,1500,0,1500,0,30,0,1,20,1,30251,0,30,1500,0,50,10950,-2,8,22
15419,2,55,481,44173,52,51406,14000,2800,16800,0,28,0,2,28,1,30278,1,0,NULL,NULL,NULL,NULL,NULL,0,0
24066,2,50,233,44279,19,65404,5000,1250,6250,0,28,0,1,7,1,30246,1,0,NULL,NULL,NULL,NULL,NULL,0,0
15212,2,23,488,44127,45,52040,42500,34170,76670,60770,168,0,2,22,1,30272,1,24,21000,55670,3000,23851.32,125,7,0
24376,2,41,224,44258,106,67443,5000,1250,6250,0,28,0,1,8,0,30246,1,4,6250,0,1562.5,135,13,4,0
25184,2,57,196,44304,158,67436,8000,2000,10000,0,28,0,1,8,1,30246,1,4,10000,0,2500,3000,7,3,1
24830,2,35,209,44345,106,68460,4000,1000,5000,0,28,0,1,8,0,30246,1,4,5000,0,1250,3750,16,3,1
26079,2,33,170,44383,130,70133,8000,2000,10000,0,28,0,1,7,0,30246,1,0,NULL,NULL,NULL,NULL,NULL,0,0
9809,2,49,680,44060,25,46295,10000,2500,12500,11475,28,0,NULL,8,0,30246,1,4,4000,8500,2000,375,52,2,0
12114,1,29,562,44094,29,47800,2970,0,2970,0,30,0,NULL,20,1,30257,1,30,2137,833,97.136363,11350,72,22,0
24610,2,41,216,44259,106,66402,6000,1500,7500,0,28,0,1,8,1,30246,1,4,7500,0,1875,1095,10,4,0
14821,2,44,511,45465,160,67682,15000,3750,18750,0,28,0,1,8,0,30246,0,4,18750,0,4687.5,375,1,2,2
15941,2,50,467,44185,25,65153,5000,1250,6250,0,28,0,1,8,0,30246,1,4,6250,0,1562.5,3084,10,2,2
23909,2,43,238,44309,106,69825,6000,1500,7500,0,28,0,1,8,0,30246,1,4,7500,0,1875,20,0,1,3
11944,1,40,571,44109,30,47616,2010,0,2010,0,30,0,NULL,20,1,30256,1,30,2010,0,67,NULL,1,21,9
17200,1,47,429,44185,25,61074,12000,3000,15000,7425,28,0,1,8,0,30246,1,4,9500,5500,3166.666666,750,56,3,0
24859,2,47,209,44350,11,67966,5000,1250,6250,0,28,0,1,7,0,30246,1,0,NULL,NULL,NULL,NULL,NULL,0,0
7947,NULL,NULL,957,43771,6,38213,10000,2000,12000,0,31,0,NULL,4,0,30204,0,1,12000,0,12000,0,-2,0,1
15813,1,41,469,44083,107,51945,7000,1750,8750,0,28,0,1,8,1,30246,1,4,8750,0,2187.5,3,1,0,4
23648,1,55,246,44331,111,75943,10000,2700,12700,12700,31,0,1,8,0,30284,1,1,NULL,NULL,NULL,NULL,NULL,0,0
19830,2,29,372,45465,160,57912,5000,1250,6250,0,28,0,1,8,1,30246,0,4,6250,0,1562.5,1,3,2,2
28482,1,26,132,44387,45,72040,25800,12900,41280,6880,84,0,1,22,1,30271,1,12,34400,6880,3440,13928,4,1,9
11824,1,31,578,43771,4,48074,8500,1275,9775,0,30,0,NULL,3,0,30203,1,1,9775,0,9775,0,NULL,0,0
20336,2,28,357,44287,123,61695,5000,1250,6250,0,28,0,1,8,0,30246,0,4,6250,0,1562.5,8,5,3,1
23329,1,19,254,44266,45,64184,25200,12600,37800,3000,84,0,1,22,1,30271,1,12,37320,480,3110,2160,51,9,3
25528,1,61,187,44359,132,68003,6000,1500,7500,0,28,0,1,8,1,30246,0,4,7520,-20,1880,5951,0,1,3
12078,2,26,566,44123,34,48739,12000,3600,15600,0,14,0,NULL,14,0,30264,1,14,15600,0,1114.285714,101399.61,19,14,0
18850,1,39,393,44199,28,60474,2010,0,2010,0,30,0,1,20,0,30256,0,30,NULL,NULL,NULL,NULL,NULL,0,0
14522,2,24,519,44111,34,53926,3000,900,3900,0,14,0,1,14,1,30264,1,14,3899.98,0.02,278.57,7410.15,3,13,1
19504,1,24,379,44250,45,57372,49000,39200,88200,0,168,0,1,22,1,30272,1,24,94080,-5880,3920,7920,18,14,10
25771,2,35,178,44326,118,68477,5000,1300,6300,0,28,0,1,45,1,30311,0,4,6300,0,1575,525,0,0,4
17169,2,37,430,44187,11,58668,7000,1750,8750,0,28,0,1,8,0,30246,0,4,8750,0,2187.5,13125,0,2,2
11634,2,38,584,44426,12,47300,7000,1750,8750,0,28,0,NULL,8,1,30246,0,4,8750,0,2187.5,2188,0,0,4
26427,2,27,159,44368,156,74733,10000,2500,12500,0,28,0,1,8,0,30246,0,4,12500,0,3125,9450,5,3,1
15762,2,42,470,44191,25,52024,5000,1250,6250,0,28,0,1,8,1,30246,0,4,6250,0,1562.5,1575,-4,0,4
17407,2,27,425,44133,45,54224,33000,16500,49500,0,84,0,1,22,1,30271,1,12,54000,-4500,4500,175500,37,12,0
29281,1,29,114,44387,45,73258,27000,13500,43200,18000,84,0,1,22,1,30271,1,12,25200,18000,3600,NULL,5,0,7
12095,1,39,564,44074,19,56005,25000,6250,31250,0,28,0,1,8,0,30246,0,4,31250,0,7812.5,3425,7,3,1
17751,2,41,416,44368,156,72150,10000,2500,12500,0,28,0,1,8,0,30246,0,4,12500,0,3125,50,0,0,4
15276,2,29,485,44173,52,53667,15000,3750,18750,0,31,0,2,30,0,30280,1,1,18750,0,18750,NULL,0,0,1
19316,2,39,384,44185,25,57046,3000,750,3750,0,28,0,1,8,1,30246,1,4,3750,0,937.5,13,6,2,2
19371,2,43,383,44129,45,62106,37800,18900,56700,0,84,0,1,22,0,30271,1,12,60480,-3780,5040,NULL,1,0,12
18304,2,37,402,44256,106,55577,8000,2000,10000,0,28,0,1,8,1,30246,0,4,10000,0,2500,2500,-3,0,4
11520,1,33,591,44096,31,47067,560,0,560,0,14,0,NULL,20,1,30255,0,14,560,0,40,840,-2,2,12
24789,2,46,210,45465,160,69379,7000,1750,8750,0,28,0,1,7,0,30246,1,0,NULL,NULL,NULL,NULL,NULL,0,0
25944,2,35,174,44295,157,69091,7000,1750,8750,0,28,0,1,23,1,30246,1,0,NULL,NULL,NULL,NULL,NULL,0,0
14588,1,36,518,44074,19,50075,10000,2500,12500,10238.4,28,0,0,8,1,30246,1,4,4916,7584,2458,1791,61,2,0
14465,2,55,520,44150,11,58824,15000,5625,20625,0,42,0,1,8,0,30250,0,6,15000,5625,3000,25625,-7,0,5
24897,1,42,206,44306,154,77277,6000,1500,7500,3875,28,0,1,8,0,30246,1,4,3625,3875,1812.5,10,7,2,0
9836,1,45,679,44369,12,67478,18000,4500,22500,0,28,0,1,8,0,30246,1,4,22500,0,5625,0,4,4,0
21863,1,42,309,44199,28,62057,2010,0,2010,2010,30,0,1,20,1,30256,1,30,NULL,NULL,NULL,NULL,NULL,0,0
18215,2,32,405,44258,106,60689,9000,2250,11250,0,28,0,1,8,0,30246,1,4,11250,0,2812.5,538,6,3,1
